Item Name, Trade Up Cost (GBP), Expected Value (GBP), Expected Profit (GBP), All Profit Outcomes (GBP)
StatTrak™ G3SG1 | Orange Crash (Battle-Scarred), 1.3, 0.666, -0.634, StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred):0.39 - StatTrak™ Galil AR | Firefight (Battle-Scarred):0.44 - StatTrak™ SSG 08 | Ghost Crusader (Battle-Scarred):1 - StatTrak™ Tec-9 | Re-Entry (Well-Worn):0.93 - StatTrak™ XM1014 | Black Tie (Battle-Scarred):0.57 - 
StatTrak™ G3SG1 | Orange Crash (Factory New), 6.4, 1.2120000000000002, -5.188000000000001, StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred):0.39 - StatTrak™ Galil AR | Firefight (Battle-Scarred):0.44 - StatTrak™ SSG 08 | Ghost Crusader (Battle-Scarred):1 - StatTrak™ Tec-9 | Re-Entry (Factory New):3.66 - StatTrak™ XM1014 | Black Tie (Battle-Scarred):0.57 - 
StatTrak™ G3SG1 | Orange Crash (Field-Tested), 1.2, 0.77, -0.42999999999999994, StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred):0.39 - StatTrak™ Galil AR | Firefight (Battle-Scarred):0.44 - StatTrak™ SSG 08 | Ghost Crusader (Battle-Scarred):1 - StatTrak™ Tec-9 | Re-Entry (Minimal Wear):1.45 - StatTrak™ XM1014 | Black Tie (Battle-Scarred):0.57 - 
StatTrak™ G3SG1 | Orange Crash (Minimal Wear), 2.8000000000000003, 1.2120000000000002, -1.588, StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred):0.39 - StatTrak™ Galil AR | Firefight (Battle-Scarred):0.44 - StatTrak™ SSG 08 | Ghost Crusader (Battle-Scarred):1 - StatTrak™ Tec-9 | Re-Entry (Factory New):3.66 - StatTrak™ XM1014 | Black Tie (Battle-Scarred):0.57 - 
StatTrak™ G3SG1 | Orange Crash (Well-Worn), 1.5, 0.622, -0.878, StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred):0.39 - StatTrak™ Galil AR | Firefight (Battle-Scarred):0.44 - StatTrak™ SSG 08 | Ghost Crusader (Battle-Scarred):1 - StatTrak™ Tec-9 | Re-Entry (Field-Tested):0.71 - StatTrak™ XM1014 | Black Tie (Battle-Scarred):0.57 - 
StatTrak™ G3SG1 | Scavenger (Battle-Scarred), 6.2, 5.866666666666666, -0.3333333333333339, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ G3SG1 | Scavenger (Factory New), 27.400000000000002, 5.866666666666666, -21.533333333333335, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ G3SG1 | Scavenger (Field-Tested), 7.9, 5.866666666666666, -2.033333333333334, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ G3SG1 | Scavenger (Minimal Wear), 13.0, 5.866666666666666, -7.133333333333334, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ G3SG1 | Scavenger (Well-Worn), 6.7, 5.866666666666666, -0.8333333333333339, StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred):7.34 - StatTrak™ MP5-SD | Phosphor (Battle-Scarred):4.97 - StatTrak™ UMP-45 | Momentum (Battle-Scarred):5.29 - 
StatTrak™ G3SG1 | Stinger (Battle-Scarred), 4.8, 3.78, -1.02, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ G3SG1 | Stinger (Factory New), 21.299999999999997, 3.78, -17.519999999999996, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ G3SG1 | Stinger (Field-Tested), 5.300000000000001, 3.78, -1.520000000000001, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ G3SG1 | Stinger (Minimal Wear), 11.299999999999999, 3.78, -7.52, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ G3SG1 | Stinger (Well-Worn), 5.2, 3.78, -1.4200000000000004, StatTrak™ FAMAS | Mecha Industries (Battle-Scarred):4.95 - StatTrak™ P90 | Shallow Grave (Battle-Scarred):3.35 - StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred):3.04 - 
StatTrak™ G3SG1 | The Executioner (Battle-Scarred), 20.2, 18.045, -2.1549999999999976, StatTrak™ M4A4 | Royal Paladin (Battle-Scarred):15.86 - StatTrak™ R8 Revolver | Fade (Well-Worn):20.23 - 
StatTrak™ G3SG1 | The Executioner (Field-Tested), 25.7, 23.895, -1.8049999999999997, StatTrak™ M4A4 | Royal Paladin (Battle-Scarred):15.86 - StatTrak™ R8 Revolver | Fade (Minimal Wear):31.93 - 
StatTrak™ G3SG1 | The Executioner (Minimal Wear), 0, 40.905, 40.905, StatTrak™ M4A4 | Royal Paladin (Battle-Scarred):15.86 - StatTrak™ R8 Revolver | Fade (Factory New):65.95 - 
StatTrak™ G3SG1 | The Executioner (Well-Worn), 20.2, 16.015, -4.184999999999999, StatTrak™ M4A4 | Royal Paladin (Battle-Scarred):15.86 - StatTrak™ R8 Revolver | Fade (Field-Tested):16.17 - 
StatTrak™ G3SG1 | Ventilator (Factory New), 6.3, 1.1039999999999999, -5.196, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Factory New):2.99 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ G3SG1 | Ventilator (Field-Tested), 1.0, 0.6859999999999999, -0.31400000000000006, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Minimal Wear):0.9 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ G3SG1 | Ventilator (Minimal Wear), 2.1, 1.1039999999999999, -0.9960000000000002, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Factory New):2.99 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ G3SG1 | Ventilator (Well-Worn), 1.5, 2.94, 1.44, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Field-Tested):12.17 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ Galil AR | Akoben (Battle-Scarred), 2.1, 1.6439999999999997, -0.4560000000000004, StatTrak™ AWP | Atheris (Battle-Scarred):4.43 - StatTrak™ Desert Eagle | Light Rail (Battle-Scarred):2.19 - StatTrak™ MP5-SD | Gauss (Battle-Scarred):0.32 - StatTrak™ Tec-9 | Bamboozle (Battle-Scarred):0.45 - StatTrak™ UMP-45 | Moonrise (Well-Worn):0.83 - 
StatTrak™ Galil AR | Akoben (Factory New), 12.8, 1.9759999999999998, -10.824000000000002, StatTrak™ AWP | Atheris (Battle-Scarred):4.43 - StatTrak™ Desert Eagle | Light Rail (Battle-Scarred):2.19 - StatTrak™ MP5-SD | Gauss (Battle-Scarred):0.32 - StatTrak™ Tec-9 | Bamboozle (Battle-Scarred):0.45 - StatTrak™ UMP-45 | Moonrise (Factory New):2.49 - 
StatTrak™ Galil AR | Akoben (Field-Tested), 2.5, 1.656, -0.8440000000000001, StatTrak™ AWP | Atheris (Battle-Scarred):4.43 - StatTrak™ Desert Eagle | Light Rail (Battle-Scarred):2.19 - StatTrak™ MP5-SD | Gauss (Battle-Scarred):0.32 - StatTrak™ Tec-9 | Bamboozle (Battle-Scarred):0.45 - StatTrak™ UMP-45 | Moonrise (Minimal Wear):0.89 - 
StatTrak™ Galil AR | Akoben (Minimal Wear), 6.3, 1.9759999999999998, -4.324, StatTrak™ AWP | Atheris (Battle-Scarred):4.43 - StatTrak™ Desert Eagle | Light Rail (Battle-Scarred):2.19 - StatTrak™ MP5-SD | Gauss (Battle-Scarred):0.32 - StatTrak™ Tec-9 | Bamboozle (Battle-Scarred):0.45 - StatTrak™ UMP-45 | Moonrise (Factory New):2.49 - 
StatTrak™ Galil AR | Akoben (Well-Worn), 5.699999999999999, 1.566, -4.1339999999999995, StatTrak™ AWP | Atheris (Battle-Scarred):4.43 - StatTrak™ Desert Eagle | Light Rail (Battle-Scarred):2.19 - StatTrak™ MP5-SD | Gauss (Battle-Scarred):0.32 - StatTrak™ Tec-9 | Bamboozle (Battle-Scarred):0.45 - StatTrak™ UMP-45 | Moonrise (Field-Tested):0.44 - 
StatTrak™ Galil AR | Black Sand (Battle-Scarred), 1.7999999999999998, 1.404, -0.3959999999999999, StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred):0.55 - StatTrak™ G3SG1 | Stinger (Battle-Scarred):0.48 - StatTrak™ M4A1-S | Flashback (Battle-Scarred):2.39 - StatTrak™ Nova | Gila (Field-Tested):0.84 - StatTrak™ USP-S | Cyrex (Battle-Scarred):2.76 - 
StatTrak™ Galil AR | Black Sand (Factory New), 21.099999999999998, 1.7559999999999998, -19.343999999999998, StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred):0.55 - StatTrak™ G3SG1 | Stinger (Battle-Scarred):0.48 - StatTrak™ M4A1-S | Flashback (Battle-Scarred):2.39 - StatTrak™ Nova | Gila (Factory New):2.6 - StatTrak™ USP-S | Cyrex (Battle-Scarred):2.76 - 
StatTrak™ Galil AR | Black Sand (Field-Tested), 2.5, 1.448, -1.052, StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred):0.55 - StatTrak™ G3SG1 | Stinger (Battle-Scarred):0.48 - StatTrak™ M4A1-S | Flashback (Battle-Scarred):2.39 - StatTrak™ Nova | Gila (Minimal Wear):1.06 - StatTrak™ USP-S | Cyrex (Battle-Scarred):2.76 - 
StatTrak™ Galil AR | Black Sand (Minimal Wear), 4.6000000000000005, 1.7559999999999998, -2.8440000000000007, StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred):0.55 - StatTrak™ G3SG1 | Stinger (Battle-Scarred):0.48 - StatTrak™ M4A1-S | Flashback (Battle-Scarred):2.39 - StatTrak™ Nova | Gila (Factory New):2.6 - StatTrak™ USP-S | Cyrex (Battle-Scarred):2.76 - 
StatTrak™ Galil AR | Black Sand (Well-Worn), 1.7999999999999998, 1.404, -0.3959999999999999, StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred):0.55 - StatTrak™ G3SG1 | Stinger (Battle-Scarred):0.48 - StatTrak™ M4A1-S | Flashback (Battle-Scarred):2.39 - StatTrak™ Nova | Gila (Field-Tested):0.84 - StatTrak™ USP-S | Cyrex (Battle-Scarred):2.76 - 
StatTrak™ Galil AR | Blue Titanium (Factory New), 57.0, 18.615000000000002, -38.385, StatTrak™ AK-47 | Blue Laminate (Factory New):28.23 - StatTrak™ P90 | Blind Spot (Battle-Scarred):9 - 
StatTrak™ Galil AR | Chatterbox (Battle-Scarred), 161.70000000000002, 0, -161.70000000000002, 
StatTrak™ Galil AR | Chatterbox (Field-Tested), 2255.5, 0, -2255.5, 
StatTrak™ Galil AR | Chatterbox (Well-Worn), 355.6, 0, -355.6, 
StatTrak™ Galil AR | Chromatic Aberration (Battle-Scarred), 24.0, 15.350000000000001, -8.649999999999999, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ Galil AR | Chromatic Aberration (Factory New), 243.6, 15.350000000000001, -228.25, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ Galil AR | Chromatic Aberration (Field-Tested), 39.2, 15.350000000000001, -23.85, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ Galil AR | Chromatic Aberration (Minimal Wear), 85.7, 15.350000000000001, -70.35, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ Galil AR | Chromatic Aberration (Well-Worn), 25.5, 15.350000000000001, -10.149999999999999, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ Galil AR | Connexion (Battle-Scarred), 4.8, 4.28, -0.5199999999999996, StatTrak™ Glock-18 | Vogue (Battle-Scarred):4.25 - StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred):4.3 - StatTrak™ XM1014 | Entombed (Battle-Scarred):4.29 - 
StatTrak™ Galil AR | Connexion (Factory New), 28.3, 4.28, -24.02, StatTrak™ Glock-18 | Vogue (Battle-Scarred):4.25 - StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred):4.3 - StatTrak™ XM1014 | Entombed (Battle-Scarred):4.29 - 
StatTrak™ Galil AR | Connexion (Field-Tested), 5.8999999999999995, 4.28, -1.6199999999999992, StatTrak™ Glock-18 | Vogue (Battle-Scarred):4.25 - StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred):4.3 - StatTrak™ XM1014 | Entombed (Battle-Scarred):4.29 - 
StatTrak™ Galil AR | Connexion (Minimal Wear), 13.100000000000001, 4.28, -8.82, StatTrak™ Glock-18 | Vogue (Battle-Scarred):4.25 - StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred):4.3 - StatTrak™ XM1014 | Entombed (Battle-Scarred):4.29 - 
StatTrak™ Galil AR | Connexion (Well-Worn), 7.199999999999999, 4.28, -2.919999999999999, StatTrak™ Glock-18 | Vogue (Battle-Scarred):4.25 - StatTrak™ M4A4 | Tooth Fairy (Battle-Scarred):4.3 - StatTrak™ XM1014 | Entombed (Battle-Scarred):4.29 - 
StatTrak™ Galil AR | Crimson Tsunami (Battle-Scarred), 15.9, 13.453333333333333, -2.446666666666667, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ Galil AR | Crimson Tsunami (Factory New), 58.5, 13.453333333333333, -45.04666666666667, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ Galil AR | Crimson Tsunami (Field-Tested), 18.1, 13.453333333333333, -4.646666666666668, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear), 29.900000000000002, 13.453333333333333, -16.44666666666667, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ Galil AR | Crimson Tsunami (Well-Worn), 17.1, 13.453333333333333, -3.6466666666666683, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ Galil AR | Destroyer (Battle-Scarred), 1.3, 0.852, -0.44800000000000006, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ Galil AR | Destroyer (Factory New), 7.5, 0.852, -6.648, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ Galil AR | Destroyer (Field-Tested), 1.5, 0.852, -0.648, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ Galil AR | Destroyer (Minimal Wear), 3.7, 0.852, -2.8480000000000003, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ Galil AR | Destroyer (Well-Worn), 2.3000000000000003, 0.852, -1.4480000000000004, StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred):0.84 - StatTrak™ M249 | Downtown (Battle-Scarred):0.85 - StatTrak™ P90 | Vent Rush (Battle-Scarred):0.83 - StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred):0.86 - StatTrak™ SG 553 | Dragon Tech (Battle-Scarred):0.88 - 
StatTrak™ Galil AR | Eco (Battle-Scarred), 32.2, 20.5, -11.700000000000003, StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred):27.38 - StatTrak™ MAC-10 | Neon Rider (Well-Worn):13.62 - 
StatTrak™ Galil AR | Eco (Field-Tested), 73.4, 22.695, -50.705000000000005, StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred):27.38 - StatTrak™ MAC-10 | Neon Rider (Minimal Wear):18.01 - 
StatTrak™ Galil AR | Eco (Minimal Wear), 465.4, 27.240000000000002, -438.15999999999997, StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred):27.38 - StatTrak™ MAC-10 | Neon Rider (Factory New):27.1 - 
StatTrak™ Galil AR | Eco (Well-Worn), 42.400000000000006, 19.675, -22.725000000000005, StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred):27.38 - StatTrak™ MAC-10 | Neon Rider (Field-Tested):11.97 - 
StatTrak™ Galil AR | Firefight (Battle-Scarred), 4.4, 3.6199999999999997, -0.7800000000000007, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ Galil AR | Firefight (Factory New), 49.699999999999996, 3.6199999999999997, -46.08, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ Galil AR | Firefight (Field-Tested), 5.8999999999999995, 3.6199999999999997, -2.28, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ Galil AR | Firefight (Minimal Wear), 14.2, 3.6199999999999997, -10.58, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ Galil AR | Firefight (Well-Worn), 4.5, 3.6199999999999997, -0.8800000000000003, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ Galil AR | Kami (Battle-Scarred), 12.8, 8.978, -3.822000000000001, StatTrak™ AUG | Torque (Battle-Scarred):7.72 - StatTrak™ MAC-10 | Curse (Battle-Scarred):11.35 - StatTrak™ MAC-10 | Tatter (Battle-Scarred):9.21 - StatTrak™ PP-Bizon | Antique (Battle-Scarred):8.91 - StatTrak™ XM1014 | Heaven Guard (Battle-Scarred):7.7 - 
StatTrak™ Galil AR | Kami (Factory New), 34.8, 8.978, -25.821999999999996, StatTrak™ AUG | Torque (Battle-Scarred):7.72 - StatTrak™ MAC-10 | Curse (Battle-Scarred):11.35 - StatTrak™ MAC-10 | Tatter (Battle-Scarred):9.21 - StatTrak™ PP-Bizon | Antique (Battle-Scarred):8.91 - StatTrak™ XM1014 | Heaven Guard (Battle-Scarred):7.7 - 
StatTrak™ Galil AR | Kami (Field-Tested), 14.8, 8.978, -5.822000000000001, StatTrak™ AUG | Torque (Battle-Scarred):7.72 - StatTrak™ MAC-10 | Curse (Battle-Scarred):11.35 - StatTrak™ MAC-10 | Tatter (Battle-Scarred):9.21 - StatTrak™ PP-Bizon | Antique (Battle-Scarred):8.91 - StatTrak™ XM1014 | Heaven Guard (Battle-Scarred):7.7 - 
StatTrak™ Galil AR | Kami (Minimal Wear), 19.6, 8.978, -10.622000000000002, StatTrak™ AUG | Torque (Battle-Scarred):7.72 - StatTrak™ MAC-10 | Curse (Battle-Scarred):11.35 - StatTrak™ MAC-10 | Tatter (Battle-Scarred):9.21 - StatTrak™ PP-Bizon | Antique (Battle-Scarred):8.91 - StatTrak™ XM1014 | Heaven Guard (Battle-Scarred):7.7 - 
StatTrak™ Galil AR | Kami (Well-Worn), 13.600000000000001, 8.978, -4.622000000000002, StatTrak™ AUG | Torque (Battle-Scarred):7.72 - StatTrak™ MAC-10 | Curse (Battle-Scarred):11.35 - StatTrak™ MAC-10 | Tatter (Battle-Scarred):9.21 - StatTrak™ PP-Bizon | Antique (Battle-Scarred):8.91 - StatTrak™ XM1014 | Heaven Guard (Battle-Scarred):7.7 - 
StatTrak™ Galil AR | Orange DDPAT (Battle-Scarred), 133.1, 104.51, -28.58999999999999, StatTrak™ AK-47 | Red Laminate (Battle-Scarred):86.48 - StatTrak™ AWP | BOOM (Field-Tested):122.54 - 
StatTrak™ Galil AR | Orange DDPAT (Factory New), 2606.2, 170.255, -2435.9449999999997, StatTrak™ AK-47 | Red Laminate (Battle-Scarred):86.48 - StatTrak™ AWP | BOOM (Factory New):254.03 - 
StatTrak™ Galil AR | Orange DDPAT (Field-Tested), 156.2, 126.255, -29.944999999999993, StatTrak™ AK-47 | Red Laminate (Battle-Scarred):86.48 - StatTrak™ AWP | BOOM (Minimal Wear):166.03 - 
StatTrak™ Galil AR | Orange DDPAT (Minimal Wear), 289.1, 170.255, -118.84500000000003, StatTrak™ AK-47 | Red Laminate (Battle-Scarred):86.48 - StatTrak™ AWP | BOOM (Factory New):254.03 - 
StatTrak™ Galil AR | Orange DDPAT (Well-Worn), 185.5, 104.51, -80.99, StatTrak™ AK-47 | Red Laminate (Battle-Scarred):86.48 - StatTrak™ AWP | BOOM (Field-Tested):122.54 - 
StatTrak™ Galil AR | Rocket Pop (Battle-Scarred), 3.9000000000000004, 1.7080000000000002, -2.192, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
StatTrak™ Galil AR | Rocket Pop (Factory New), 139.8, 1.7080000000000002, -138.092, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
StatTrak™ Galil AR | Rocket Pop (Field-Tested), 9.6, 1.7080000000000002, -7.8919999999999995, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
